Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Jae Crowder,PF,33,MIL,28,701,.432,19.7,.348,.097,.116,.052,.084,.652,.574,.733,.556,.500,.462,.356,.903,.944,.000,0,.406,.317,1,0,crowdja01,2023-2024,NBA
Jalen Crutcher,PG,24,NOP,1,3,.000,4.5,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0,crutcja01,2023-2024,NBA
Cade Cunningham,PG,22,DET,48,1629,.458,13.5,.714,.195,.251,.158,.111,.286,.497,.610,.421,.518,.439,.361,.259,.714,.019,16,.115,.379,4,0,cunnica01,2023-2024,NBA
Seth Curry,SG,33,TOT,42,576,.386,19.7,.460,.063,.101,.069,.228,.540,.437,.833,.526,.154,.372,.343,.474,.857,.000,0,.294,.433,1,0,curryse01,2023-2024,NBA
Seth Curry,SG,33,DAL,36,457,.372,19.9,.448,.062,.076,.069,.241,.552,.385,.778,.455,.000,.371,.363,.480,.862,.000,0,.350,.429,0,0,curryse01,2023-2024,NBA
Seth Curry,SG,33,CHO,6,119,.432,19.3,.500,.068,.182,.068,.182,.500,.591,1.000,.625,.667,.375,.273,.462,.833,.000,0,.091,.500,1,0,curryse01,2023-2024,NBA
Stephen Curry,PG,35,GSW,54,1798,.455,20.0,.392,.067,.180,.063,.082,.608,.526,.690,.516,.448,.477,.410,.368,.594,.000,0,.077,.600,2,0,curryst01,2023-2024,NBA
Dyson Daniels,PG,20,NOP,52,1139,.438,14.1,.570,.242,.227,.094,.008,.430,.548,.629,.552,.333,.500,.291,.500,1.000,.059,11,.373,.390,3,0,daniedy01,2023-2024,NBA
Anthony Davis,C,30,LAL,56,1998,.557,7.9,.925,.364,.322,.145,.094,.075,.581,.759,.513,.417,.378,.264,.683,.947,.158,142,.097,.143,0,0,davisan02,2023-2024,NBA
Johnny Davis,SG,21,WAS,27,242,.365,9.6,.838,.284,.351,.162,.041,.162,.403,.619,.385,.167,.000,.167,.520,1.000,.041,3,.333,.000,1,0,davisjo06,2023-2024,NBA
JD Davison,SG,21,BOS,2,6,.000,24.3,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0,davisjd01,2023-2024,NBA
Dexter Dennis,SG,24,DAL,4,30,.526,14.3,.579,.316,.053,.105,.105,.421,.818,1.000,1.000,.500,.500,.125,.444,1.000,.053,1,.000,,0,0,dennide01,2023-2024,NBA
DeMar DeRozan,SF,34,CHI,57,2160,.467,13.4,.831,.176,.169,.248,.237,.169,.494,.685,.466,.483,.385,.335,.284,.889,.021,16,.335,.444,0,0,derozde01,2023-2024,NBA
Moussa Diabaté,C,22,LAC,10,58,.500,3.3,1.000,.556,.389,.056,.000,.000,.500,.700,.286,.000,,,.556,,.333,4,,,0,0,diabamo01,2023-2024,NBA
Mamadi Diakite,PF,27,SAS,3,16,.800,4.2,1.000,.600,.400,.000,.000,.000,.800,.667,1.000,,,,1.000,,.200,1,,,0,0,diakima01,2023-2024,NBA
Hamidou Diallo,SG,25,WAS,2,5,.500,0.1,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,.000,,.000,0,,,0,0,diallha01,2023-2024,NBA
Gradey Dick,SG,20,TOR,38,600,.440,17.4,.415,.197,.104,.052,.062,.585,.525,.684,.300,.400,.500,.381,.857,1.000,.041,7,.442,.500,0,0,dickgr01,2023-2024,NBA
Ousmane Dieng,PF,20,OKC,29,326,.426,18.1,.366,.188,.099,.040,.040,.634,.622,.842,.200,.500,.750,.313,.913,1.000,.119,12,.328,.524,0,0,diengou01,2023-2024,NBA
Spencer Dinwiddie,PG,30,TOT,54,1619,.388,17.0,.440,.135,.223,.064,.019,.560,.481,.653,.445,.324,.200,.314,.150,.723,.015,5,.234,.429,2,0,dinwisp01,2023-2024,NBA
Spencer Dinwiddie,PG,30,BRK,48,1474,.391,17.0,.443,.140,.222,.060,.020,.557,.480,.643,.441,.333,.200,.320,.160,.719,.016,5,.212,.458,2,0,dinwisp01,2023-2024,NBA
Spencer Dinwiddie,PG,30,LAL,6,145,.343,17.5,.400,.057,.229,.114,.000,.600,.500,1.000,.500,.250,,.238,.000,.800,.000,0,.524,.273,0,0,dinwisp01,2023-2024,NBA
Donte DiVincenzo,SG,27,NYK,58,1482,.455,19.0,.300,.190,.078,.021,.011,.700,.545,.592,.408,.615,.571,.416,.612,.935,.024,11,.256,.496,2,0,divindo01,2023-2024,NBA
Luka Dončić,PG,24,DAL,51,1908,.494,16.6,.567,.130,.200,.159,.077,.433,.581,.833,.564,.461,.452,.380,.157,.283,.002,2,.033,.294,3,0,doncilu01,2023-2024,NBA
Luguentz Dort,SF,24,OKC,56,1588,.440,16.8,.410,.232,.102,.046,.030,.590,.497,.589,.383,.476,.214,.401,.638,.991,.043,18,.309,.405,0,0,dortlu01,2023-2024,NBA
Ayo Dosunmu,SG,24,CHI,57,1515,.495,13.4,.573,.329,.144,.053,.047,.427,.559,.645,.426,.440,.500,.408,.576,.902,.021,9,.537,.343,1,0,dosunay01,2023-2024,NBA
Andre Drummond,C,30,CHI,59,1015,.560,2.8,.992,.749,.221,.022,.000,.008,.565,.617,.407,.375,,.000,.546,,.175,53,.000,,3,0,drumman01,2023-2024,NBA
Chris Duarte,SF,26,SAC,41,550,.377,17.9,.424,.159,.119,.079,.066,.576,.422,.667,.333,.417,.000,.345,.704,.900,.033,4,.333,.379,0,0,duartch01,2023-2024,NBA
Kris Dunn,PG,29,UTA,51,925,.481,12.5,.654,.181,.409,.055,.008,.346,.523,.674,.474,.385,.500,.402,.284,.970,.059,14,.354,.448,1,0,dunnkr01,2023-2024,NBA
Kevin Durant,PF,35,PHO,51,1892,.530,14.8,.726,.128,.159,.281,.159,.274,.570,.848,.555,.489,.503,.423,.493,.805,.055,54,.139,.514,0,0,duranke01,2023-2024,NBA
Jalen Duren,C,20,DET,43,1298,.627,3.7,.993,.549,.381,.048,.014,.007,.631,.728,.551,.350,.000,.000,.673,,.272,106,.000,,0,0,durenja01,2023-2024,NBA
Tari Eason,PF,22,HOU,22,480,.466,9.9,.735,.434,.185,.069,.048,.265,.504,.561,.371,.462,.556,.360,.471,1.000,.122,20,.300,.267,0,0,easonta01,2023-2024,NBA
Anthony Edwards,SG,22,MIN,56,1967,.469,14.1,.658,.228,.187,.127,.116,.342,.514,.734,.435,.386,.352,.381,.329,.549,.054,51,.095,.417,4,0,edwaran01,2023-2024,NBA
Kessler Edwards,SF,23,SAC,39,189,.396,18.2,.377,.189,.094,.019,.075,.623,.450,.700,.200,.000,.250,.364,.556,1.000,.057,2,.455,.467,0,0,edwarke02,2023-2024,NBA
Keon Ellis,SG,24,SAC,34,387,.413,22.2,.196,.087,.065,.022,.022,.804,.611,.625,.500,1.000,.500,.365,.636,.926,.022,2,.270,.250,1,0,elliske01,2023-2024,NBA
Joel Embiid,C,29,PHI,34,1157,.533,11.9,.851,.233,.198,.243,.178,.149,.562,.744,.470,.492,.522,.366,.532,.805,.029,19,.027,.333,1,0,embiijo01,2023-2024,NBA
Drew Eubanks,C,26,PHO,52,826,.624,4.6,.984,.473,.430,.054,.027,.016,.617,.761,.538,.300,.000,1.000,.814,1.000,.323,49,1.000,1.000,0,0,eubandr01,2023-2024,NBA
Tosan Evbuomwan,SF,22,TOT,6,90,.389,13.6,.500,.111,.389,.000,.000,.500,.444,1.000,.286,,,.333,1.000,1.000,.000,0,.778,.429,0,0,evbuoto01,2023-2024,NBA
Tosan Evbuomwan,SF,22,MEM,4,74,.267,14.2,.467,.067,.400,.000,.000,.533,.286,1.000,.167,,,.250,1.000,1.000,.000,0,.750,.333,0,0,evbuoto01,2023-2024,NBA
Tosan Evbuomwan,SF,22,DET,2,16,1.000,10.3,.667,.333,.333,.000,.000,.333,1.000,1.000,1.000,,,1.000,1.000,1.000,.000,0,1.000,1.000,0,0,evbuoto01,2023-2024,NBA
Dante Exum,PG,28,DAL,33,648,.571,11.4,.678,.337,.259,.054,.029,.322,.612,.768,.434,.727,.167,.485,.529,.969,.073,14,.348,.435,2,0,exumda01,2023-2024,NBA
Bruno Fernando,C,25,ATL,21,210,.559,4.2,.956,.588,.309,.044,.015,.044,.585,.800,.286,.000,.000,.000,.684,,.235,15,.000,,0,0,fernabr01,2023-2024,NBA
Dorian Finney-Smith,PF,30,BRK,49,1356,.414,17.8,.334,.217,.094,.013,.011,.666,.496,.617,.257,.600,.000,.373,.758,.978,.056,17,.349,.402,2,0,finnedo01,2023-2024,NBA
Adam Flagler,SG,24,OKC,1,6,.000,26.6,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,flaglad01,2023-2024,NBA
Malachi Flynn,PG,25,TOT,51,595,.402,17.2,.450,.185,.132,.074,.058,.550,.471,.543,.440,.500,.273,.346,.350,.833,.000,0,.173,.444,0,0,flynnma01,2023-2024,NBA
Malachi Flynn,PG,25,TOR,31,474,.409,17.4,.416,.182,.139,.066,.029,.584,.491,.520,.474,.556,.250,.350,.429,.929,.000,0,.200,.438,0,0,flynnma01,2023-2024,NBA
Malachi Flynn,PG,25,NYK,14,60,.391,17.6,.435,.217,.043,.043,.130,.565,.500,.800,.000,1.000,.000,.308,.400,.500,.000,0,.077,1.000,0,0,flynnma01,2023-2024,NBA
Malachi Flynn,PG,25,DET,6,61,.379,15.7,.621,.172,.172,.138,.138,.379,.389,.400,.400,.250,.500,.364,.000,.500,.000,0,.091,.000,0,0,flynnma01,2023-2024,NBA
Simone Fontecchio,SF,28,TOT,57,1357,.457,17.2,.374,.182,.155,.025,.011,.626,.560,.642,.493,.364,.600,.396,.710,.982,.054,19,.446,.403,0,0,fontesi01,2023-2024,NBA
Simone Fontecchio,SF,28,UTA,50,1160,.450,17.7,.349,.165,.156,.022,.006,.651,.560,.610,.518,.375,1.000,.391,.700,.989,.053,15,.451,.390,0,0,fontesi01,2023-2024,NBA
Simone Fontecchio,SF,28,DET,7,197,.488,15.2,.477,.256,.151,.035,.035,.523,.561,.727,.385,.333,.333,.422,.739,.947,.058,4,.422,.474,0,0,fontesi01,2023-2024,NBA
Jordan Ford,PG,25,SAC,6,22,.571,18.2,.571,.143,.000,.286,.143,.429,.500,1.000,,.500,.000,.667,.000,.500,.000,0,.333,1.000,0,0,fordjo01,2023-2024,NBA
Trent Forrest,SG,25,ATL,20,210,.319,9.7,.851,.191,.468,.191,.000,.149,.325,.333,.182,.667,,.286,.154,1.000,.021,1,.286,.000,0,0,forretr01,2023-2024,NBA
Evan Fournier,SG,31,TOT,9,151,.390,18.9,.356,.119,.119,.085,.034,.644,.524,.714,.286,.600,.500,.316,.636,1.000,.000,0,.316,.500,0,0,fournev01,2023-2024,NBA
Evan Fournier,SG,31,NYK,3,39,.200,21.5,.250,.050,.050,.100,.050,.750,.400,1.000,.000,.500,.000,.133,.500,1.000,.000,0,.267,.500,0,0,fournev01,2023-2024,NBA
Evan Fournier,SG,31,DET,6,112,.487,17.6,.410,.154,.154,.077,.026,.590,.563,.667,.333,.667,1.000,.435,.667,1.000,.000,0,.348,.500,0,0,fournev01,2023-2024,NBA
De'Aaron Fox,PG,26,SAC,51,1818,.471,14.7,.631,.150,.251,.165,.065,.369,.531,.673,.551,.466,.290,.369,.167,.618,.016,14,.123,.479,1,0,foxde01,2023-2024,NBA
Javon Freeman-Liberty,PG,24,TOR,2,4,.333,6.8,1.000,.333,.333,.333,.000,.000,.333,1.000,.000,.000,,,.000,,.000,0,,,0,0,freemja01,2023-2024,NBA
Alex Fudge,SF,20,LAL,4,14,.167,15.9,.667,.000,.333,.167,.167,.333,.250,,.000,1.000,.000,.000,.000,,.000,0,.500,.000,0,0,fudgeal01,2023-2024,NBA
Markelle Fultz,PG,25,ORL,23,541,.484,6.9,.952,.398,.333,.167,.054,.048,.503,.662,.419,.387,.200,.111,.348,1.000,.054,8,.778,.143,1,0,fultzma01,2023-2024,NBA
Daniel Gafford,C-PF,25,TOT,52,1324,.684,3.0,1.000,.658,.298,.038,.006,.000,.684,.769,.539,.385,.500,,.722,,.351,109,,,0,0,gaffoda01,2023-2024,NBA
Daniel Gafford,C,25,WAS,45,1192,.690,3.2,1.000,.633,.320,.041,.007,.000,.690,.774,.564,.417,.500,,.729,,.347,94,,,0,0,gaffoda01,2023-2024,NBA
Daniel Gafford,PF,25,DAL,7,132,.646,2.1,1.000,.813,.167,.021,.000,.000,.646,.744,.250,.000,,,.677,,.375,15,,,0,0,gaffoda01,2023-2024,NBA
Danilo Gallinari,PF-SF,35,TOT,35,504,.444,18.0,.513,.138,.106,.150,.119,.488,.537,.818,.412,.542,.316,.346,.523,.852,.044,5,.090,.571,0,0,gallida01,2023-2024,NBA
Danilo Gallinari,PF,35,WAS,26,385,.435,18.3,.511,.122,.115,.153,.122,.489,.552,.875,.400,.550,.375,.313,.486,.850,.046,5,.031,.500,0,0,gallida01,2023-2024,NBA
Danilo Gallinari,SF,35,DET,6,90,.545,17.0,.455,.227,.045,.136,.045,.545,.500,.600,1.000,.333,.000,.583,.800,.857,.045,0,.417,.600,0,0,gallida01,2023-2024,NBA
Danilo Gallinari,SF,35,MIL,3,29,.286,15.9,.714,.143,.143,.143,.286,.286,.400,1.000,.000,1.000,.000,.000,.500,,.000,0,.000,,0,0,gallida01,2023-2024,NBA
Darius Garland,PG,24,CLE,34,1107,.459,14.8,.620,.192,.240,.116,.072,.380,.527,.645,.466,.464,.514,.348,.329,.703,.000,0,.152,.429,0,0,garlada01,2023-2024,NBA
Usman Garuba,PF,21,GSW,3,8,.000,1.1,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0,garubus01,2023-2024,NBA
Luka Garza,C,25,MIN,14,40,.440,13.3,.640,.200,.320,.120,.000,.360,.500,.400,.375,1.000,,.333,.375,1.000,.040,1,.111,.000,0,0,garzalu01,2023-2024,NBA
Kaiser Gates,SF,27,NOP,1,7,.000,13.7,.500,.500,.000,.000,.000,.500,.000,.000,,,,.000,,,.000,0,.000,,0,0,gateska01,2023-2024,NBA
Keyonte George,PG,20,UTA,53,1341,.388,18.2,.438,.079,.232,.083,.044,.562,.441,.659,.400,.419,.304,.347,.410,.723,.019,10,.120,.371,3,0,georgke01,2023-2024,NBA
Paul George,PF,33,LAC,52,1758,.456,17.6,.519,.129,.139,.115,.135,.481,.512,.704,.460,.480,.408,.395,.496,.716,.031,20,.136,.448,1,0,georgpa01,2023-2024,NBA
Taj Gibson,PF,38,NYK,16,165,.304,10.1,.739,.391,.217,.000,.130,.261,.412,.444,.200,,.667,.000,.571,,.087,1,1.000,.000,0,0,gibsota01,2023-2024,NBA
Josh Giddey,SG,21,OKC,57,1409,.449,10.8,.717,.267,.351,.072,.027,.283,.496,.615,.405,.524,.438,.327,.548,.963,.007,4,.382,.365,0,0,giddejo01,2023-2024,NBA
Harry Giles,C,25,BRK,16,81,.500,9.8,.750,.386,.250,.068,.045,.250,.576,.647,.545,.333,.500,.273,.684,1.000,.136,5,.273,.333,0,0,gilesha01,2023-2024,NBA
Shai Gilgeous-Alexander,PG,25,OKC,57,1964,.548,10.8,.831,.266,.238,.255,.072,.169,.580,.747,.485,.514,.512,.389,.240,.347,.030,32,.067,.538,0,0,gilgesh01,2023-2024,NBA
Anthony Gill,PF,31,WAS,31,173,.460,9.1,.740,.380,.320,.040,.000,.260,.541,.684,.375,.500,,.231,.650,1.000,.040,2,.308,.000,0,0,gillan01,2023-2024,NBA
Collin Gillespie,PG,24,DEN,19,161,.511,17.4,.467,.200,.111,.044,.111,.533,.571,.556,.600,1.000,.400,.458,.417,.909,.000,0,.125,.333,0,0,gilleco01,2023-2024,NBA
Jacob Gilyard,PG,25,MEM,37,654,.417,23.5,.167,.028,.042,.014,.083,.833,.375,.250,.500,.000,.417,.425,.111,.824,.000,0,.250,.500,1,0,gilyaja01,2023-2024,NBA
Rudy Gobert,C,31,MIN,57,1906,.646,2.7,.993,.751,.201,.028,.013,.007,.650,.738,.402,.308,.167,.000,.685,,.442,183,.000,,1,0,goberru01,2023-2024,NBA
Jordan Goodwin,PG,25,TOT,43,642,.385,14.5,.602,.208,.213,.122,.059,.398,.444,.674,.298,.370,.308,.295,.339,.885,.005,0,.227,.350,0,0,goodwjo01,2023-2024,NBA
Jordan Goodwin,PG,25,PHO,40,558,.389,14.8,.585,.212,.192,.119,.062,.415,.460,.659,.351,.348,.333,.288,.365,.913,.005,0,.250,.350,0,0,goodwjo01,2023-2024,NBA
Jordan Goodwin,PG,25,MEM,3,84,.357,12.3,.714,.179,.357,.143,.036,.286,.350,.800,.100,.500,.000,.375,.143,.667,.000,0,.000,,0,0,goodwjo01,2023-2024,NBA
Aaron Gordon,PF,28,DEN,53,1662,.556,7.4,.811,.533,.207,.052,.019,.189,.618,.760,.380,.185,.400,.293,.645,.793,.264,127,.364,.389,1,0,gordoaa01,2023-2024,NBA
Eric Gordon,SG,35,PHO,49,1460,.457,18.4,.363,.166,.160,.031,.006,.637,.576,.753,.410,.533,.333,.389,.598,.926,.002,1,.193,.433,1,0,gordoer01,2023-2024,NBA
Devonte' Graham,PG,28,SAS,12,99,.367,21.5,.267,.100,.000,.100,.067,.733,.500,.667,,.333,.500,.318,.500,.571,.000,0,.182,.250,0,0,grahade01,2023-2024,NBA
Jerami Grant,PF,29,POR,50,1706,.453,13.0,.679,.222,.252,.095,.110,.321,.476,.600,.407,.416,.438,.404,.439,.971,.028,17,.338,.466,0,0,grantje01,2023-2024,NBA
A.J. Green,SG,24,MIL,38,352,.441,24.0,.126,.024,.024,.024,.055,.874,.563,1.000,.333,.333,.571,.423,1.000,.915,.000,0,.216,.542,0,0,greenaj01,2023-2024,NBA
Danny Green,SG,36,PHI,2,18,.000,22.5,.500,.000,.000,.000,.500,.500,.000,,,,.000,.000,,,.000,0,1.000,.000,0,0,greenda02,2023-2024,NBA
Draymond Green,PF,33,GSW,33,879,.502,12.2,.641,.277,.281,.074,.009,.359,.534,.672,.492,.118,1.000,.446,.797,.919,.017,4,.289,.500,0,0,greendr01,2023-2024,NBA
Jalen Green,SG,21,HOU,58,1757,.406,15.3,.568,.231,.173,.068,.096,.432,.481,.667,.325,.305,.440,.308,.378,.595,.039,30,.095,.361,2,0,greenja05,2023-2024,NBA
Jeff Green,PF,37,HOU,56,937,.477,12.9,.638,.230,.289,.085,.034,.362,.573,.759,.471,.600,.125,.306,.698,.885,.068,13,.482,.317,2,0,greenje02,2023-2024,NBA
Josh Green,SG,23,DAL,46,1266,.494,14.9,.484,.252,.154,.041,.038,.516,.578,.788,.306,.385,.500,.415,.719,.956,.088,25,.598,.418,0,0,greenjo02,2023-2024,NBA
AJ Griffin,SF,20,ATL,18,132,.289,21.3,.267,.044,.111,.044,.067,.733,.333,1.000,.200,.000,.333,.273,.750,.889,.022,1,.242,.250,0,0,griffaj01,2023-2024,NBA
Quentin Grimes,SG,23,TOT,48,975,.386,19.6,.260,.172,.042,.016,.029,.740,.475,.585,.385,.000,.222,.355,.737,.963,.016,2,.320,.370,0,0,grimequ01,2023-2024,NBA
Quentin Grimes,SG,23,NYK,45,910,.395,19.6,.259,.171,.045,.010,.031,.741,.486,.592,.385,.000,.222,.363,.750,.961,.014,1,.325,.391,0,0,grimequ01,2023-2024,NBA
Quentin Grimes,SG,23,DET,3,65,.273,19.6,.273,.182,.000,.091,.000,.727,.333,.500,,.000,,.250,.500,1.000,.045,1,.250,.000,0,0,grimequ01,2023-2024,NBA
Mouhamadou Gueye,PF,25,TOR,1,6,.333,2.6,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,,1.000,,.000,0,,,0,0,gueyemo01,2023-2024,NBA
Mouhamed Gueye,PF,21,ATL,2,4,.000,22.6,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,1.000,.000,0,0,gueyemo02,2023-2024,NBA
Rui Hachimura,PF,25,LAL,46,1138,.517,13.0,.651,.293,.185,.079,.091,.349,.576,.770,.442,.455,.342,.407,.814,.983,.113,43,.352,.412,0,0,hachiru01,2023-2024,NBA
Ashton Hagans,PG,24,POR,7,84,.421,8.5,.789,.526,.158,.105,.000,.211,.533,.700,.000,.500,,.000,.625,,.000,0,.000,,0,0,haganas01,2023-2024,NBA
Tyrese Haliburton,PG,23,IND,47,1507,.489,17.4,.501,.158,.172,.096,.076,.499,.585,.624,.583,.577,.518,.393,.295,.441,.026,19,.068,.440,2,0,halibty01,2023-2024,NBA
R.J. Hampton,PG,22,MIA,8,76,.286,17.0,.429,.143,.143,.143,.000,.571,.500,.500,.500,.500,,.125,.333,1.000,.000,0,.375,.000,0,0,hamptrj01,2023-2024,NBA
Tim Hardaway Jr.,SF,31,DAL,56,1652,.412,19.7,.394,.094,.084,.106,.110,.606,.489,.689,.409,.458,.407,.362,.675,.872,.017,12,.242,.409,2,0,hardati02,2023-2024,NBA
James Harden,PG,34,LAC,52,1804,.445,18.5,.408,.146,.143,.087,.032,.592,.498,.736,.318,.462,.316,.409,.165,.451,.002,1,.060,.429,0,0,hardeja01,2023-2024,NBA
Jaden Hardy,SG,21,DAL,53,797,.407,16.9,.501,.178,.120,.123,.081,.499,.448,.574,.326,.468,.323,.366,.453,.814,.023,7,.251,.375,2,0,hardyja02,2023-2024,NBA
Ron Harper Jr.,PF,23,TOR,1,4,,,,,,,,,,,,,,,,,,0,,,0,0,harpero02,2023-2024,NBA
Gary Harris,SG,29,ORL,36,819,.442,19.5,.322,.116,.126,.050,.030,.678,.609,.739,.560,.600,.333,.363,.769,.980,.025,4,.385,.365,1,0,harriga01,2023-2024,NBA
Joe Harris,SG,32,DET,16,170,.359,20.3,.231,.103,.128,.000,.000,.769,.444,.500,.400,,,.333,1.000,1.000,.000,0,.467,.500,0,0,harrijo01,2023-2024,NBA
Kevon Harris,SG,26,ORL,2,6,.667,11.5,1.000,.333,.000,.333,.333,.000,.667,1.000,,.000,1.000,,.500,,.000,0,,,0,0,harrike01,2023-2024,NBA
Tobias Harris,PF,31,PHI,52,1751,.493,11.2,.744,.292,.266,.136,.051,.256,.546,.683,.424,.564,.343,.339,.434,.933,.052,34,.249,.364,0,0,harrito02,2023-2024,NBA
Shaquille Harrison,SG,30,MEM,3,6,.500,1.1,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,,.000,0,,,0,0,harrish01,2023-2024,NBA
Josh Hart,SF,28,NYK,58,1781,.432,13.4,.593,.289,.168,.105,.032,.407,.510,.669,.351,.413,.214,.318,.632,.877,.016,7,.251,.356,0,0,hartjo01,2023-2024,NBA
Isaiah Hartenstein,C,25,NYK,53,1341,.616,3.1,.987,.692,.245,.051,.000,.013,.620,.695,.500,.167,,.333,.621,1.000,.253,55,.000,,0,0,harteis01,2023-2024,NBA
Sam Hauser,SF,26,BOS,57,1209,.451,23.2,.138,.075,.046,.009,.009,.862,.646,.654,.563,.667,1.000,.420,.742,.984,.023,8,.220,.530,2,0,hausesa01,2023-2024,NBA
Jordan Hawkins,SG,21,NOP,53,1058,.391,20.4,.341,.084,.076,.072,.110,.659,.434,.571,.375,.367,.413,.370,.758,.990,.024,7,.254,.457,2,0,hawkijo01,2023-2024,NBA
Jaxson Hayes,C,23,LAL,49,549,.691,4.6,.936,.664,.264,.000,.009,.064,.738,.822,.517,,1.000,.000,.855,,.373,38,.143,.000,1,0,hayesja02,2023-2024,NBA
Killian Hayes,PG,22,DET,42,1008,.413,14.7,.739,.060,.226,.343,.110,.261,.455,.706,.469,.423,.387,.297,.484,.864,.018,5,.284,.381,0,0,hayeski01,2023-2024,NBA
Gordon Hayward,SF,33,TOT,29,857,.459,12.0,.806,.217,.261,.194,.134,.194,.482,.721,.415,.459,.262,.361,.557,.955,.054,16,.279,.412,0,0,haywago01,2023-2024,NBA
Gordon Hayward,SF,33,CHO,25,798,.468,12.3,.795,.209,.249,.202,.135,.205,.496,.742,.432,.467,.275,.361,.556,.955,.051,14,.279,.412,0,0,haywago01,2023-2024,NBA
Gordon Hayward,SF,33,OKC,4,59,.294,6.3,1.000,.353,.471,.059,.118,.000,.294,.500,.250,.000,.000,,.600,,.118,2,,,0,0,haywago01,2023-2024,NBA
Scoot Henderson,PG,19,POR,43,1160,.375,13.5,.668,.292,.152,.144,.079,.332,.408,.507,.260,.452,.250,.310,.304,.654,.028,12,.143,.250,3,0,hendesc01,2023-2024,NBA
Taylor Hendricks,PF,20,UTA,20,331,.410,16.7,.400,.170,.180,.030,.020,.600,.550,.765,.389,.667,.000,.317,.591,1.000,.090,8,.433,.423,0,0,hendrita01,2023-2024,NBA
Tyler Herro,SG,24,MIA,36,1209,.437,17.2,.548,.086,.188,.165,.108,.452,.468,.589,.459,.467,.386,.399,.410,.803,.008,3,.119,.457,1,0,herroty01,2023-2024,NBA
Buddy Hield,SF-SG,31,TOT,60,1613,.445,19.4,.317,.163,.099,.018,.038,.683,.563,.647,.468,.364,.542,.390,.696,.904,.010,5,.157,.388,0,0,hieldbu01,2023-2024,NBA
Buddy Hield,SF,31,IND,52,1336,.443,19.4,.309,.164,.097,.017,.031,.691,.575,.635,.540,.333,.500,.384,.717,.912,.012,5,.162,.379,0,0,hieldbu01,2023-2024,NBA
Buddy Hield,SG,31,PHI,8,277,.455,19.6,.355,.155,.109,.018,.073,.645,.513,.706,.167,.500,.625,.423,.600,.867,.000,0,.127,.444,0,0,hieldbu01,2023-2024,NBA
Haywood Highsmith,PF,27,MIA,43,901,.437,16.9,.409,.167,.191,.028,.023,.591,.523,.583,.488,.667,.200,.378,.652,1.000,.051,10,.433,.436,0,0,highsha01,2023-2024,NBA
Nate Hinton,SG,24,HOU,11,58,.500,16.8,.450,.250,.100,.000,.100,.550,.333,.400,.500,,.000,.636,.000,.714,.000,0,.091,.000,0,0,hintona01,2023-2024,NBA
D'Moi Hodge,SG,25,LAL,7,41,.333,21.8,.200,.133,.000,.000,.067,.800,.667,.500,,,1.000,.250,1.000,1.000,.000,0,.250,.333,0,0,hodgedm01,2023-2024,NBA
Aaron Holiday,PG,27,HOU,55,958,.456,17.4,.463,.129,.168,.120,.045,.537,.510,.650,.462,.514,.286,.410,.274,.838,.006,2,.229,.447,1,0,holidaa01,2023-2024,NBA
Jrue Holiday,PG,33,BOS,53,1764,.479,15.4,.556,.173,.220,.104,.058,.444,.508,.674,.479,.351,.406,.443,.465,.722,.011,4,.230,.661,1,0,holidjr01,2023-2024,NBA
Justin Holiday,SG,34,DEN,36,510,.445,20.4,.300,.109,.027,.027,.136,.700,.576,.750,.333,.667,.467,.390,.684,1.000,.073,8,.532,.463,0,0,holidju01,2023-2024,NBA
Richaun Holmes,C-PF,30,TOT,28,291,.551,3.4,1.000,.641,.308,.051,.000,.000,.551,.700,.292,.250,,,.698,,.167,12,,,0,0,holmeri01,2023-2024,NBA
Richaun Holmes,C,30,DAL,23,237,.559,3.1,1.000,.678,.305,.017,.000,.000,.559,.675,.333,.000,,,.606,,.169,10,,,0,0,holmeri01,2023-2024,NBA
Richaun Holmes,PF,30,WAS,5,54,.526,4.4,1.000,.526,.316,.158,.000,.000,.526,.800,.167,.333,,,1.000,,.158,2,,,0,0,holmeri01,2023-2024,NBA
Chet Holmgren,C,21,OKC,58,1747,.542,12.9,.635,.288,.212,.099,.036,.365,.623,.749,.582,.456,.320,.401,.648,.980,.149,94,.111,.286,2,0,holmgch01,2023-2024,NBA
Jalen Hood-Schifino,SG,20,LAL,19,103,.244,15.9,.683,.122,.220,.098,.244,.317,.286,.600,.111,.250,.300,.154,.625,1.000,.024,1,.077,.000,0,0,hoodsja01,2023-2024,NBA
