Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Player Reference,Season,League
Ron Baker,SG,25,TOT,15,152,11%,59%,30%,,,-6.4,1.1,3,1,6,1,1,4.0,36,0,1,bakerro01,2018-2019,NBA
Ron Baker,SG,25,NYK,11,107,16%,62%,22%,,,-1.7,7.7,2,0,4,1,1,4.0,30,0,1,bakerro01,2018-2019,NBA
Ron Baker,SG,25,WAS,4,45,,51%,49%,,,-17.4,-14.6,1,1,2,0,0,0.0,6,0,0,bakerro01,2018-2019,NBA
Wade Baldwin,PG,22,POR,16,94,98%,2%,,,,-34.6,-39.4,9,3,4,1,4,1.0,28,1,5,baldwwa01,2018-2019,NBA
Lonzo Ball,PG,21,LAL,47,1423,98%,2%,,,,-1.3,0.9,68,19,57,7,17,6.0,571,4,25,balllo01,2018-2019,NBA
Mo Bamba,C,20,ORL,47,766,,,,5%,95%,-13.9,-18.5,12,13,69,13,32,2.0,89,11,15,bambamo01,2018-2019,NBA
J.J. Barea,PG,34,DAL,38,752,100%,,,,,2.9,5.7,44,17,9,7,26,21.0,500,7,13,bareajo01,2018-2019,NBA
Harrison Barnes,PF-SF,26,TOT,77,2533,,,35%,65%,,-1.4,-0.1,37,33,54,14,109,12.0,287,25,49,barneha02,2018-2019,NBA
Harrison Barnes,PF,26,DAL,49,1584,,,18%,82%,,-2.6,-1.4,24,27,33,10,75,8.0,158,19,36,barneha02,2018-2019,NBA
Harrison Barnes,SF,26,SAC,28,949,,,62%,38%,,0.7,2.2,13,6,21,4,34,4.0,129,6,13,barneha02,2018-2019,NBA
Will Barton,SF,28,DEN,43,1189,1%,11%,88%,1%,,0.4,-4.8,34,24,36,2,33,1.0,284,10,20,bartowi01,2018-2019,NBA
Keita Bates-Diop,SF,23,MIN,30,503,,1%,89%,9%,1%,-5.3,-4.3,5,5,17,2,9,1.0,37,2,7,bateske01,2018-2019,NBA
Nicolas Batum,SF,30,CHO,75,2354,,10%,82%,8%,,-0.3,2.6,82,19,42,9,31,11.0,599,10,19,batumni01,2018-2019,NBA
Jerryd Bayless,PG,30,MIN,34,657,79%,21%,,,,-13.4,-14.1,21,8,26,1,14,1.0,289,4,8,bayleje01,2018-2019,NBA
Aron Baynes,C,32,BOS,51,821,,,,,100%,7.8,3.9,9,7,71,20,23,20.0,144,4,12,baynear01,2018-2019,NBA
Kent Bazemore,SG,29,ATL,67,1643,9%,88%,4%,,,-8.1,-3.8,77,31,79,6,72,20.0,368,15,34,bazemke01,2018-2019,NBA
Bradley Beal,SG,25,WAS,82,3028,6%,77%,17%,,,-2.4,2.5,124,66,103,21,185,27.0,1084,41,64,bealbr01,2018-2019,NBA
Malik Beasley,SG,22,DEN,81,1879,3%,60%,37%,,,2.8,-1.7,22,23,55,3,29,10.0,225,10,34,beaslma01,2018-2019,NBA
Michael Beasley,PF,30,LAL,26,277,,,1%,87%,12%,-6.6,-5.1,14,9,22,2,23,0.0,56,9,9,beaslmi01,2018-2019,NBA
Marco Belinelli,SG,32,SAS,79,1815,1%,66%,33%,,,1.8,-0.7,39,21,53,3,48,11.0,321,13,18,belinma01,2018-2019,NBA
Jordan Bell,C,24,GSW,68,788,,,,14%,86%,-4.3,-13.8,17,12,54,6,17,9.0,181,4,11,belljo01,2018-2019,NBA
DeAndre' Bembry,SG,24,ATL,82,1931,,30%,68%,2%,,-4.9,2.0,72,45,86,9,62,21.0,496,17,45,bembrde01,2018-2019,NBA
Dragan Bender,PF,21,PHO,46,826,,,,57%,43%,-9.5,-0.6,18,9,65,5,28,2.0,138,10,4,bendedr01,2018-2019,NBA
Dairis Bertāns,SG,29,NOP,12,167,24%,65%,11%,,,-15.7,-15.0,1,0,5,0,0,1.0,23,0,2,bertada02,2018-2019,NBA
Dāvis Bertāns,PF,26,SAS,76,1632,,,4%,95%,1%,8.3,10.6,25,9,72,5,24,16.0,236,8,8,bertada01,2018-2019,NBA
Patrick Beverley,PG,30,LAC,78,2137,100%,,,,,3.8,6.0,54,11,92,6,33,42.0,719,8,26,beverpa01,2018-2019,NBA
Khem Birch,C,26,ORL,50,643,,,,,100%,3.0,2.4,9,4,43,5,40,8.0,88,5,12,birchkh01,2018-2019,NBA
Bismack Biyombo,C,26,CHO,54,783,,,,9%,91%,-6.2,-6.0,11,5,53,12,43,3.0,78,9,23,biyombi01,2018-2019,NBA
Nemanja Bjelica,PF,30,SAC,77,1788,,,,98%,1%,2.3,5.9,30,23,113,15,40,2.0,350,11,36,bjeline01,2018-2019,NBA
Antonio Blakeney,SG,22,CHI,57,829,,69%,31%,,,-9.1,-0.6,13,15,21,0,35,1.0,101,8,31,blakean01,2018-2019,NBA
Eric Bledsoe,PG,29,MIL,78,2272,99%,1%,,,,10.6,5.0,94,46,46,14,121,15.0,1026,37,50,bledser01,2018-2019,NBA
Jaron Blossomgame,SF,25,CLE,27,439,,,35%,64%,1%,-3.8,7.1,5,2,10,0,6,4.0,34,1,7,blossja01,2018-2019,NBA
Bogdan Bogdanović,SG,26,SAC,70,1947,2%,40%,55%,3%,,-0.9,0.1,69,27,65,10,53,17.0,633,14,39,bogdabo01,2018-2019,NBA
Bojan Bogdanović,SF,29,IND,81,2573,,2%,94%,4%,,3.2,-0.5,60,34,59,9,120,9.0,381,25,88,bogdabo02,2018-2019,NBA
Andrew Bogut,C,34,GSW,11,134,,,,,100%,3.5,-3.4,3,2,11,2,1,3.0,25,1,1,bogutan01,2018-2019,NBA
Jonah Bolden,PF,23,PHI,44,639,,,,47%,53%,-1.4,-5.2,20,2,57,10,9,0.0,97,1,6,boldejo01,2018-2019,NBA
Isaac Bonga,PG,19,LAL,22,120,24%,72%,4%,,,4.7,6.8,4,1,8,0,4,1.0,34,0,5,bongais01,2018-2019,NBA
Devin Booker,SG,22,PHO,64,2242,15%,78%,7%,,,-7.4,3.9,153,69,70,27,187,19.0,1032,42,76,bookede01,2018-2019,NBA
Chris Boucher,PF,26,TOR,28,163,,,,36%,64%,-3.1,-9.3,2,2,24,1,4,0.0,5,0,7,bouchch01,2018-2019,NBA
Avery Bradley,SG,28,TOT,63,1905,,68%,31%,,,-1.8,-3.2,59,13,71,5,19,27.0,353,5,48,bradlav01,2018-2019,NBA
Avery Bradley,SG,28,LAC,49,1463,,64%,36%,,,-2.0,-4.6,43,7,53,4,8,18.0,225,3,32,bradlav01,2018-2019,NBA
Avery Bradley,SG,28,MEM,14,442,1%,85%,14%,,,-1.2,1.5,16,6,18,1,11,9.0,128,2,16,bradlav01,2018-2019,NBA
Tony Bradley,C,21,UTA,3,36,,,,,100%,-22.2,-27.8,0,0,4,2,1,0.0,3,0,0,bradlto01,2018-2019,NBA
Corey Brewer,SF,32,TOT,31,492,,5%,74%,21%,,0.8,0.7,9,4,28,2,19,9.0,90,2,10,breweco01,2018-2019,NBA
Corey Brewer,SF,32,PHI,7,140,,8%,55%,37%,,1.9,-1.1,4,1,5,0,5,3.0,25,0,5,breweco01,2018-2019,NBA
Corey Brewer,SF,32,SAC,24,352,,4%,82%,14%,,0.4,1.4,5,3,23,2,14,6.0,65,2,5,breweco01,2018-2019,NBA
Mikal Bridges,SF,22,PHO,82,2417,,6%,50%,44%,,-7.2,4.7,41,16,93,7,56,11.0,393,20,32,bridgmi01,2018-2019,NBA
Miles Bridges,SF,20,CHO,80,1696,,,53%,47%,1%,-3.4,-3.5,21,20,51,8,36,1.0,224,11,33,bridgmi02,2018-2019,NBA
Isaiah Briscoe,PG,22,ORL,39,559,99%,1%,,,,2.0,1.2,19,4,30,4,11,17.0,221,4,7,briscis01,2018-2019,NBA
Ryan Broekhoff,SG,28,DAL,42,453,1%,39%,57%,3%,,5.8,8.5,9,3,18,1,4,7.0,52,2,5,broekry01,2018-2019,NBA
Malcolm Brogdon,SG,26,MIL,64,1832,9%,84%,7%,,,10.9,4.5,50,22,44,8,62,6.0,500,11,60,brogdma01,2018-2019,NBA
Dillon Brooks,SF,23,MEM,18,330,,15%,65%,19%,,0.1,2.9,14,1,18,4,13,5.0,40,2,12,brookdi01,2018-2019,NBA
MarShon Brooks,SG,30,MEM,29,387,1%,85%,14%,,,-5.0,-2.7,5,8,12,4,13,4.0,57,2,8,brookma01,2018-2019,NBA
Bruce Brown,SG,22,DET,74,1449,,53%,47%,,,1.8,3.4,21,14,87,5,29,11.0,228,8,39,brownbr01,2018-2019,NBA
Jaylen Brown,SG,22,BOS,74,1913,1%,58%,41%,,,2.8,-3.7,28,36,76,17,100,9.0,243,22,43,brownja02,2018-2019,NBA
Lorenzo Brown,PG,28,TOR,26,212,24%,59%,17%,,,-5.8,-12.4,13,2,7,1,2,0.0,69,1,7,brownlo01,2018-2019,NBA
Sterling Brown,SG,23,MIL,58,1034,,53%,43%,4%,,0.9,-10.3,29,7,42,3,20,2.0,198,6,20,brownst02,2018-2019,NBA
Troy Brown Jr.,SF,19,WAS,52,730,,27%,66%,7%,,0.3,3.9,14,13,33,2,23,3.0,183,7,26,browntr01,2018-2019,NBA
Jalen Brunson,PG,22,DAL,73,1591,75%,23%,1%,,,-3.2,-2.4,51,21,53,5,49,40.0,555,11,43,brunsja01,2018-2019,NBA
Thomas Bryant,C,21,WAS,72,1496,,,,1%,99%,-3.0,-0.1,25,12,61,12,67,5.0,218,26,31,bryanth01,2018-2019,NBA
Reggie Bullock,SG,27,TOT,63,1879,5%,29%,62%,4%,,-1.4,-0.6,34,18,59,7,24,10.0,307,8,23,bullore01,2018-2019,NBA
Reggie Bullock,SG,27,DET,44,1355,,24%,72%,4%,,0.4,1.2,28,14,44,6,19,8.0,262,6,21,bullore01,2018-2019,NBA
Reggie Bullock,SG,27,LAL,19,524,17%,44%,34%,6%,,-6.2,-5.0,6,4,15,1,5,2.0,45,2,2,bullore01,2018-2019,NBA
Trey Burke,PG,26,TOT,58,1125,100%,,,,,-1.6,5.4,28,8,19,7,56,5.0,386,16,39,burketr01,2018-2019,NBA
Trey Burke,PG,26,NYK,33,689,100%,,,,,-6.3,3.5,16,3,12,5,35,3.0,225,14,24,burketr01,2018-2019,NBA
Trey Burke,PG,26,DAL,25,436,100%,,,,,5.8,8.5,12,5,7,2,21,2.0,161,2,15,burketr01,2018-2019,NBA
Alec Burks,SG,27,TOT,64,1375,1%,56%,41%,2%,,-11.0,-5.7,35,18,41,5,69,12.0,303,20,37,burksal01,2018-2019,NBA
Alec Burks,SG,27,UTA,17,269,2%,76%,22%,,,-5.3,-11.4,7,3,6,2,21,1.0,47,7,7,burksal01,2018-2019,NBA
Alec Burks,SG,27,CLE,34,979,1%,53%,44%,2%,,-13.5,-4.5,27,14,32,2,45,11.0,232,12,30,burksal01,2018-2019,NBA
Alec Burks,SG,27,SAC,13,127,,38%,62%,,,-3.6,-2.7,1,1,3,1,3,0.0,24,1,0,burksal01,2018-2019,NBA
Deonte Burton,SG,25,OKC,32,240,2%,38%,55%,6%,,8.1,5.3,5,3,19,1,7,5.0,25,3,7,burtode02,2018-2019,NBA
