Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PER GAME MP,PER GAME  PTS,PER GAME TRB,PER GAME AST,PER GAME STL,PER GAME BLK,Player Reference,League,Season
Jett Howard,202310250ORL,20,1,13,49,8,22,5,17,2,4,1,5,3,0,1,2,3,23,.364,.294,.500,3.8,1.8,0.4,0.2,0.0,0.1,howarje01,NBA,2023-2024
Matthew Hurt,202401290MEM,23,1,4,61,6,18,2,10,3,3,5,8,3,0,1,0,3,17,.333,.200,1.000,15.3,4.3,2.0,0.8,0.0,0.3,hurtma01,NBA,2023-2024
Andre Jackson Jr.,202310290MIL,22,1,46,498,46,87,15,40,8,11,36,93,43,14,4,21,82,115,.529,.375,.727,10.8,2.5,2.0,0.9,0.3,0.1,jacksan01,NBA,2023-2024
GG Jackson II,202310300MEM,19,1,25,494,96,222,43,113,42,62,24,88,19,12,16,22,31,277,.432,.381,.677,19.8,11.1,3.5,0.8,0.5,0.6,jacksgg01,NBA,2023-2024
Trayce Jackson-Davis,202310270SAC,23,1,43,556,119,174,0,0,44,75,72,174,41,13,36,28,68,282,.684,,.587,12.9,6.6,4.0,1.0,0.3,0.8,jackstr02,NBA,2023-2024
Jaime Jaquez Jr.,202310250MIA,22,1,51,1509,258,521,46,145,102,125,64,201,130,56,11,85,119,664,.495,.317,.816,29.6,13.0,3.9,2.5,1.1,0.2,jaqueja01,NBA,2023-2024
Trey Jemison,202401240WAS,24,1,9,141,17,36,0,0,6,7,15,31,7,4,10,9,23,40,.472,,.857,15.7,4.4,3.4,0.8,0.4,1.1,jemistr01,NBA,2023-2024
Keyontae Johnson,202310290OKC,23,1,8,64,4,14,1,3,0,0,3,9,4,0,0,4,5,9,.286,.333,,8.0,1.1,1.1,0.5,0.0,0.0,johnske08,NBA,2023-2024
Colby Jones,202310250UTA,21,1,17,121,17,46,1,13,2,5,10,25,10,4,1,5,16,37,.370,.077,.400,7.1,2.2,1.5,0.6,0.2,0.1,jonesco02,NBA,2023-2024
Maxwell Lewis,202310240DEN,21,1,20,70,3,12,1,3,0,0,1,3,3,2,0,5,3,7,.250,.333,,3.5,0.4,0.2,0.2,0.1,0.0,lewisma05,NBA,2023-2024
E.J. Liddell,202310280NOP,23,1,8,23,1,6,0,5,2,2,0,5,1,2,2,2,2,4,.167,.000,1.000,2.9,0.5,0.6,0.1,0.3,0.3,liddeej01,NBA,2023-2024
Dereck Lively II,202310250SAS,19,1,39,983,157,214,0,2,34,62,109,296,49,27,56,42,115,348,.734,.000,.548,25.2,8.9,7.6,1.3,0.7,1.4,livelde01,NBA,2023-2024
Chris Livingston,202311010TOR,20,1,15,62,7,14,1,1,2,2,2,14,4,2,0,3,7,17,.500,1.000,1.000,4.1,1.1,0.9,0.3,0.1,0.0,livinch01,NBA,2023-2024
Seth Lundy,202312150TOR,23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,.235,.231,.750,5.8,1.6,0.8,0.0,0.0,0.0,lundyse01,NBA,2023-2024
Nathan Mensah,202312150CHO,25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,.429,,.750,12.3,1.3,2.6,0.4,0.2,0.6,mensana01,NBA,2023-2024
Vasilije Micić,202310270CLE,30,1,36,494,60,144,17,64,20,27,4,36,112,11,3,39,33,157,.417,.266,.741,13.7,4.4,1.0,3.1,0.3,0.1,micicva01,NBA,2023-2024
Brandon Miller,202310250CHO,21,1,51,1616,315,717,118,312,94,113,43,205,121,48,28,92,134,842,.439,.378,.832,31.7,16.5,4.0,2.4,0.9,0.5,millebr02,NBA,2023-2024
Jordan Miller,202310250LAC,24,1,5,21,4,6,1,1,2,2,2,4,0,0,0,1,2,11,.667,1.000,1.000,4.2,2.2,0.8,0.0,0.0,0.0,millejo02,NBA,2023-2024
Leonard Miller,202310280MIN,20,1,7,26,7,11,1,3,0,0,1,10,3,1,1,1,3,15,.636,.333,,3.7,2.1,1.4,0.4,0.1,0.1,millele01,NBA,2023-2024
Dariq Whitehead,202311250BRK,19,1,2,24,1,5,0,3,1,2,0,4,3,0,1,0,0,3,.200,.000,.500,12.0,1.5,2.0,1.5,0.0,0.5,whiteda01,NBA,2023-2024
Taze Moore,202401210LAL,25,1,3,10,3,5,0,2,0,0,0,0,1,1,0,1,2,6,.600,.000,,3.3,2.0,0.0,0.3,0.3,0.0,mooreta02,NBA,2023-2024
Kris Murray,202310250LAC,23,1,36,514,54,137,19,67,12,22,31,84,29,28,7,21,35,139,.394,.284,.545,14.3,3.9,2.3,0.8,0.8,0.2,murrakr01,NBA,2023-2024
Pete Nance,202401200ATL,23,1,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,2.0,0.0,0.0,0.0,0.0,0.0,nancepe01,NBA,2023-2024
Markquis Nowell,202311150TOR,24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,.000,,1.000,4.0,2.0,2.0,2.0,1.0,0.0,nowelma01,NBA,2023-2024
Drew Peterson,202312230LAC,24,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,1,3,1.000,1.000,,3.0,3.0,0.0,1.0,0.0,0.0,peterdr01,NBA,2023-2024
Filip Petrušev,202310290PHI,23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,.500,,.500,3.3,1.0,0.3,0.0,0.0,0.0,petrufi01,NBA,2023-2024
Julian Phillips,202310250CHI,20,1,32,218,22,50,6,24,6,11,6,21,9,1,6,7,32,56,.440,.250,.545,6.8,1.8,0.7,0.3,0.0,0.2,phillju01,NBA,2023-2024
Jalen Pickett,202310240DEN,24,1,19,103,12,29,7,21,3,4,1,11,13,3,0,6,9,34,.414,.333,.750,5.4,1.8,0.6,0.7,0.2,0.0,pickeja02,NBA,2023-2024
Brandin Podziemski,202310300NOP,20,1,50,1332,196,429,63,169,38,61,77,293,194,41,8,64,90,493,.457,.373,.623,26.6,9.9,5.9,3.9,0.8,0.2,podzibr01,NBA,2023-2024
Craig Porter Jr.,202310280CLE,23,1,34,478,86,170,7,21,32,46,15,80,92,17,12,33,30,211,.506,.333,.696,14.1,6.2,2.4,2.7,0.5,0.4,portecr01,NBA,2023-2024
Olivier-Maxence Prosper,202311030DEN,21,1,31,256,25,71,8,33,23,34,18,61,19,4,3,5,17,81,.352,.242,.676,8.3,2.6,2.0,0.6,0.1,0.1,prospol01,NBA,2023-2024
Duop Reath,202311120LAL,27,1,42,722,137,291,56,149,42,57,61,159,46,21,22,31,103,372,.471,.376,.737,17.2,8.9,3.8,1.1,0.5,0.5,reathdu01,NBA,2023-2024
Rayan Rupert,202310250LAC,19,1,16,119,15,43,7,17,5,8,7,21,11,3,0,6,7,42,.349,.412,.625,7.4,2.6,1.3,0.7,0.2,0.0,ruperra01,NBA,2023-2024
Jermaine Samuels,202310250ORL,25,1,11,53,8,11,0,2,2,2,2,11,2,1,1,0,4,18,.727,.000,1.000,4.8,1.6,1.0,0.2,0.1,0.1,samueje01,NBA,2023-2024
Adama Sanogo,202312280CHI,21,1,3,11,3,3,0,0,2,3,2,6,0,0,0,1,0,8,1.000,,.667,3.7,2.7,2.0,0.0,0.0,0.0,sanogad01,NBA,2023-2024
Gui Santos,202311160GSW,21,1,14,118,17,34,6,15,14,15,12,34,7,3,2,4,16,54,.500,.400,.933,8.4,3.9,2.4,0.5,0.2,0.1,santogu01,NBA,2023-2024
Marcus Sasser,202310250MIA,23,1,50,813,145,310,59,139,34,40,7,77,151,27,8,50,70,383,.468,.424,.850,16.3,7.7,1.5,3.0,0.5,0.2,sassema01,NBA,2023-2024
Brice Sensabaugh,202310250UTA,20,1,8,44,8,19,3,8,1,1,1,7,3,1,0,3,3,20,.421,.375,1.000,5.5,2.5,0.9,0.4,0.1,0.0,sensabr01,NBA,2023-2024
Ben Sheppard,202310250IND,22,1,36,401,46,114,25,76,14,17,7,46,28,18,1,7,48,131,.404,.329,.824,11.1,3.6,1.3,0.8,0.5,0.0,sheppbe01,NBA,2023-2024
Dmytro Skapintsev,202312230NYK,25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0,0.0,0.0,skapidm01,NBA,2023-2024
Jalen Slawson,202311150LAL,24,1,5,19,2,3,0,1,0,0,0,4,2,0,1,2,3,4,.667,.000,,3.8,0.8,0.8,0.4,0.0,0.2,slawsja01,NBA,2023-2024
Nick Smith Jr.,202310250CHO,19,1,37,573,88,217,51,113,11,13,16,54,45,7,7,32,45,238,.406,.451,.846,15.5,6.4,1.5,1.2,0.2,0.2,smithni01,NBA,2023-2024
Terquavion Smith,202401190ORL,21,1,12,69,16,40,12,31,2,3,0,2,10,7,0,4,4,46,.400,.387,.667,5.8,3.8,0.2,0.8,0.6,0.0,smithte01,NBA,2023-2024
Pat Spencer,202402250GSW,27,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,spencpa01,NBA,2023-2024
Julian Strawther,202310270MEM,21,1,38,493,75,198,38,124,18,25,4,52,40,17,7,17,48,206,.379,.306,.720,13.0,5.4,1.4,1.1,0.4,0.2,strawju01,NBA,2023-2024
Amen Thompson,202310250ORL,21,1,38,754,124,243,7,45,53,84,67,214,93,44,23,57,86,308,.510,.156,.631,19.8,8.1,5.6,2.4,1.2,0.6,thompam01,NBA,2023-2024
Ausar Thompson,202310250MIA,21,1,57,1389,209,425,14,89,61,103,121,363,108,58,52,77,163,493,.492,.157,.592,24.4,8.6,6.4,1.9,1.0,0.9,thompau01,NBA,2023-2024
Jacob Toppin,202312050MIL,23,1,7,34,5,9,1,4,2,2,3,6,2,0,1,1,3,13,.556,.250,1.000,4.9,1.9,0.9,0.3,0.0,0.1,toppija01,NBA,2023-2024
Oscar Tshiebwe,202312090LAL,24,1,7,37,9,17,0,0,5,6,6,14,2,2,0,0,2,23,.529,,.833,5.3,3.3,2.0,0.3,0.3,0.0,tshieos01,NBA,2023-2024
Hunter Tyson,202310290OKC,23,1,9,27,1,7,0,6,0,0,0,6,1,0,0,2,6,2,.143,.000,,3.0,0.2,0.7,0.1,0.0,0.0,tysonhu01,NBA,2023-2024
Sasha Vezenkov,202310250UTA,28,1,35,440,74,165,38,100,10,13,30,86,15,16,7,11,35,196,.448,.380,.769,12.6,5.6,2.5,0.4,0.5,0.2,vezenal01,NBA,2023-2024
Jarace Walker,202310250IND,20,1,19,180,28,67,12,33,6,7,8,31,21,9,6,10,18,74,.418,.364,.857,9.5,3.9,1.6,1.1,0.5,0.3,walkeja02,NBA,2023-2024
Cason Wallace,202310250CHI,20,1,57,1180,151,297,69,164,22,26,36,128,77,41,25,26,94,393,.508,.421,.846,20.7,6.9,2.2,1.4,0.7,0.4,wallaca01,NBA,2023-2024
Jordan Walsh,202401170BOS,19,1,4,33,1,5,0,3,0,0,2,11,2,2,1,2,5,2,.200,.000,,8.3,0.5,2.8,0.5,0.5,0.3,walshjo01,NBA,2023-2024
Victor Wembanyama,202310250SAS,20,1,52,1481,394,844,82,258,204,251,113,525,171,67,171,178,110,1074,.467,.318,.813,28.5,20.7,10.1,3.3,1.3,3.3,wembavi01,NBA,2023-2024
Cam Whitmore,202310250ORL,19,1,31,538,136,286,53,138,49,74,20,112,14,19,9,29,42,374,.476,.384,.662,17.4,12.1,3.6,0.5,0.6,0.3,whitmca01,NBA,2023-2024
Jalen Wilson,202311010MIA,23,1,19,245,32,65,12,24,17,19,19,42,21,5,1,4,19,93,.492,.500,.895,12.9,4.9,2.2,1.1,0.3,0.1,wilsoja03,NBA,2023-2024
Ochai Agbaji,202210190UTA,22,1,59,1209,165,386,81,228,56,69,43,121,67,16,15,41,99,467,.427,.355,.812,20.5,7.9,2.1,1.1,0.3,0.3,agbajoc01,NBA,2022-2023
Patrick Baldwin Jr.,202210300DET,20,1,31,226,43,109,32,84,4,6,1,40,11,6,4,11,14,122,.394,.381,.667,7.3,3.9,1.3,0.4,0.2,0.1,baldwpa01,NBA,2022-2023
Paolo Banchero,202210190DET,20,1,72,2430,479,1122,85,285,394,534,84,497,269,60,39,200,160,1437,.427,.298,.738,33.8,20.0,6.9,3.7,0.8,0.5,banchpa01,NBA,2022-2023
Dominick Barlow,202211020SAS,19,1,28,408,46,86,0,4,18,25,46,102,24,10,19,15,56,110,.535,.000,.720,14.6,3.9,3.6,0.9,0.4,0.7,barlodo01,NBA,2022-2023
MarJon Beauchamp,202210220MIL,22,1,52,701,96,243,47,142,27,37,38,115,35,21,7,45,71,266,.395,.331,.730,13.5,5.1,2.2,0.7,0.4,0.1,beaucma01,NBA,2022-2023
Buddy Boeheim,202210210NYK,23,1,10,90,5,27,4,25,2,2,2,6,4,2,0,0,6,16,.185,.160,1.000,9.0,1.6,0.6,0.4,0.2,0.0,boehebu01,NBA,2022-2023
Jamaree Bouyea,202302100MIA,23,1,5,71,6,14,2,6,1,2,1,6,4,4,2,4,6,15,.429,.333,.500,14.2,3.0,1.2,0.8,0.8,0.4,bouyeja01,NBA,2022-2023
Malaki Branham,202210300SAS,19,1,66,1550,269,611,77,255,58,70,28,181,127,33,7,76,115,673,.440,.302,.829,23.5,10.2,2.7,1.9,0.5,0.1,branhma01,NBA,2022-2023
Christian Braun,202210190UTA,21,1,76,1181,143,289,34,96,40,64,48,181,59,41,17,35,101,360,.495,.354,.625,15.5,4.7,2.4,0.8,0.5,0.2,braunch01,NBA,2022-2023
Kendall Brown,202211230IND,19,1,6,40,4,7,0,1,1,2,2,6,3,4,0,2,9,9,.571,.000,.500,6.7,1.5,1.0,0.5,0.7,0.0,brownke03,NBA,2022-2023
John Butler,202211050PHO,20,1,19,221,17,53,8,35,3,4,3,17,11,7,9,1,22,45,.321,.229,.750,11.6,2.4,0.9,0.6,0.4,0.5,butlejo01,NBA,2022-2023
Jamal Cain,202211120MIA,23,1,18,240,37,66,7,20,17,22,15,52,12,11,1,6,21,98,.561,.350,.773,13.3,5.4,2.9,0.7,0.6,0.1,cainja01,NBA,2022-2023
Julian Champagnie,202211220PHI,21,1,17,320,59,130,33,82,14,17,10,60,10,6,5,11,26,165,.454,.402,.824,18.8,9.7,3.5,0.6,0.4,0.3,champju02,NBA,2022-2023
Kennedy Chandler,202210220DAL,20,1,36,281,35,83,2,15,6,13,9,38,58,12,5,18,15,78,.422,.133,.462,7.8,2.2,1.1,1.6,0.3,0.1,chandke01,NBA,2022-2023
Max Christie,202210180GSW,19,1,41,512,44,106,26,62,14,16,7,75,21,9,7,13,33,128,.415,.419,.875,12.5,3.1,1.8,0.5,0.2,0.2,chrisma02,NBA,2022-2023
Chance Comanche,202304090POR,26,1,1,21,3,5,0,0,1,4,2,3,0,0,1,0,0,7,.600,,.250,21.0,7.0,3.0,0.0,0.0,1.0,comanch01,NBA,2022-2023
Xavier Cooks,202303180WAS,27,1,10,126,17,28,0,1,4,10,16,38,6,6,4,8,13,38,.607,.000,.400,12.6,3.8,3.8,0.6,0.6,0.4,cooksxa01,NBA,2022-2023
Dyson Daniels,202210190BRK,19,1,59,1042,87,208,27,86,26,40,36,188,134,43,11,57,99,227,.418,.314,.650,17.7,3.8,3.2,2.3,0.7,0.2,daniedy01,NBA,2022-2023
Johnny Davis,202210250WAS,20,1,28,423,66,171,17,70,14,27,10,65,28,10,8,17,48,163,.386,.243,.519,15.1,5.8,2.3,1.0,0.4,0.3,davisjo06,NBA,2022-2023
JD Davison,202211110BOS,20,1,12,66,8,19,2,7,1,2,2,9,11,2,2,4,5,19,.421,.286,.500,5.5,1.6,0.8,0.9,0.2,0.2,davisjd01,NBA,2022-2023
Darius Days,202302060HOU,23,1,4,25,5,12,3,10,2,2,1,6,1,0,1,0,2,15,.417,.300,1.000,6.3,3.8,1.5,0.3,0.0,0.3,daysda01,NBA,2022-2023
Moussa Diabaté,202210270OKC,21,1,22,195,24,47,1,2,10,16,31,50,4,7,8,9,15,59,.511,.500,.625,8.9,2.7,2.3,0.2,0.3,0.4,diabamo01,NBA,2022-2023
Ousmane Dieng,202210190MIN,19,1,39,569,76,181,26,98,15,23,19,105,46,14,7,26,42,193,.420,.265,.652,14.6,4.9,2.7,1.2,0.4,0.2,diengou01,NBA,2022-2023
Jalen Duren,202210190DET,19,1,67,1670,258,398,0,2,96,157,229,595,75,44,59,92,182,612,.648,.000,.611,24.9,9.1,8.9,1.1,0.7,0.9,durenja01,NBA,2022-2023
Tari Eason,202210190ATL,21,1,82,1767,296,660,59,172,109,145,195,496,88,96,47,101,189,760,.448,.343,.752,21.5,9.3,6.0,1.1,1.2,0.6,easonta01,NBA,2022-2023
Keon Ellis,202211170SAC,23,1,16,71,7,16,6,12,4,7,4,8,6,5,1,1,10,24,.438,.500,.571,4.4,1.5,0.5,0.4,0.3,0.1,elliske01,NBA,2022-2023
Simone Fontecchio,202210190UTA,27,1,52,766,115,312,63,191,35,44,31,86,42,15,8,39,62,328,.369,.330,.795,14.7,6.3,1.7,0.8,0.3,0.2,fontesi01,NBA,2022-2023
Michael Foster Jr.,202211220PHI,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,fostemi02,NBA,2022-2023
Jacob Gilyard,202304090OKC,24,1,1,41,1,3,1,3,0,0,0,4,7,3,0,2,3,3,.333,.333,,41.0,3.0,4.0,7.0,3.0,0.0,gilyaja01,NBA,2022-2023
RaiQuan Gray,202304090BRK,23,1,1,35,6,12,2,5,2,2,3,9,7,0,1,4,5,16,.500,.400,1.000,35.0,16.0,9.0,7.0,0.0,1.0,grayra01,NBA,2022-2023
A.J. Green,202210220MIL,23,1,35,345,53,125,44,105,4,4,6,45,22,6,0,9,31,154,.424,.419,1.000,9.9,4.4,1.3,0.6,0.2,0.0,greenaj01,NBA,2022-2023
AJ Griffin,202210230ATL,19,1,72,1401,248,533,101,259,42,47,37,153,73,42,12,42,87,639,.465,.390,.894,19.5,8.9,2.1,1.0,0.6,0.2,griffaj01,NBA,2022-2023
Jordan Hall,202211020SAS,21,1,9,83,9,28,3,15,7,9,3,12,11,1,0,7,6,28,.321,.200,.778,9.2,3.1,1.3,1.2,0.1,0.0,halljo02,NBA,2022-2023
Jaden Hardy,202210220DAL,20,1,48,708,146,333,63,156,65,79,11,89,65,17,7,46,64,420,.438,.404,.823,14.8,8.8,1.9,1.4,0.4,0.1,hardyja02,NBA,2022-2023
Ron Harper Jr.,202210310TOR,22,1,9,48,8,16,3,9,1,1,3,7,4,0,1,0,3,20,.500,.333,1.000,5.3,2.2,0.8,0.4,0.0,0.1,harpero02,NBA,2022-2023
Kevon Harris,202210210ATL,25,1,34,457,47,107,16,43,31,41,28,70,16,17,5,21,53,141,.439,.372,.756,13.4,4.1,2.1,0.5,0.5,0.1,harrike01,NBA,2022-2023
Caleb Houstan,202210190DET,20,1,51,812,66,182,46,136,15,18,34,99,30,12,7,18,63,193,.363,.338,.833,15.9,3.8,1.9,0.6,0.2,0.1,houstca01,NBA,2022-2023
Trevor Hudgins,202210220MIL,23,1,5,28,2,9,2,8,3,3,0,0,3,0,0,1,1,9,.222,.250,1.000,5.6,1.8,0.0,0.6,0.0,0.0,hudgitr01,NBA,2022-2023
Jaden Ivey,202210190DET,20,1,74,2304,409,983,120,350,266,356,73,288,387,61,17,237,242,1204,.416,.343,.747,31.1,16.3,3.9,5.2,0.8,0.2,iveyja01,NBA,2022-2023
Quenton Jackson,202302110WAS,24,1,9,135,19,42,1,12,17,22,2,8,15,4,1,4,10,56,.452,.083,.773,15.0,6.2,0.9,1.7,0.4,0.1,jacksqu01,NBA,2022-2023
Nikola Jović,202210260POR,19,1,15,204,28,69,8,35,18,19,9,31,10,7,2,10,19,82,.406,.229,.947,13.6,5.5,2.1,0.7,0.5,0.1,jovicni01,NBA,2022-2023
Johnny Juzang,202302280UTA,21,1,18,232,35,104,15,63,2,4,8,39,8,4,3,3,13,87,.337,.238,.500,12.9,4.8,2.2,0.4,0.2,0.2,juzanjo01,NBA,2022-2023
Trevor Keels,202210210NYK,19,1,3,8,1,4,1,4,0,0,0,2,0,0,0,0,0,3,.250,.250,,2.7,1.0,0.7,0.0,0.0,0.0,keelstr01,NBA,2022-2023
Walker Kessler,202210190UTA,21,1,74,1703,298,414,1,3,82,159,231,620,69,26,173,58,169,679,.720,.333,.516,23.0,9.2,8.4,0.9,0.4,2.3,kesslwa01,NBA,2022-2023
Christian Koloko,202210190TOR,22,1,58,802,72,150,1,12,37,59,84,171,31,21,57,20,128,182,.480,.083,.627,13.8,3.1,2.9,0.5,0.4,1.0,kolokch01,NBA,2022-2023
Jake LaRavia,202210190MEM,21,1,35,414,37,95,24,71,7,9,19,63,21,12,4,18,49,105,.389,.338,.778,11.8,3.0,1.8,0.6,0.3,0.1,laravja01,NBA,2022-2023
A.J. Lawson,202211160ORL,22,1,15,108,22,44,10,25,2,8,6,21,2,2,0,3,11,56,.500,.400,.250,7.2,3.7,1.4,0.1,0.1,0.0,lawsoaj01,NBA,2022-2023
Kenneth Lofton Jr.,202210220DAL,20,1,24,176,49,93,6,17,16,27,19,51,20,5,2,12,28,120,.527,.353,.593,7.3,5.0,2.1,0.8,0.2,0.1,loftoke01,NBA,2022-2023
Tyrese Martin,202210230ATL,23,1,16,66,9,23,1,7,2,2,5,12,2,1,0,2,2,21,.391,.143,1.000,4.1,1.3,0.8,0.1,0.1,0.0,martity01,NBA,2022-2023
Bennedict Mathurin,202210190IND,20,1,78,2222,413,951,100,310,376,454,87,318,116,48,13,152,162,1302,.434,.323,.828,28.5,16.7,4.1,1.5,0.6,0.2,mathube01,NBA,2022-2023
Bryce McGowens,202210190SAS,20,1,46,787,80,202,26,80,60,80,20,93,54,15,6,43,48,246,.396,.325,.750,17.1,5.3,2.0,1.2,0.3,0.1,mcgowbr01,NBA,2022-2023
Justin Minaya,202304040MEM,23,1,4,89,7,23,3,12,0,1,3,15,4,2,5,4,9,17,.304,.250,.000,22.3,4.3,3.8,1.0,0.5,1.3,minayju01,NBA,2022-2023
Josh Minott,202211280WAS,20,1,15,96,18,36,2,6,8,8,5,25,5,4,6,3,10,46,.500,.333,1.000,6.4,3.1,1.7,0.3,0.3,0.4,minotjo01,NBA,2022-2023
Isaiah Mobley,202210220CHI,23,1,12,84,12,28,3,8,4,4,4,20,3,4,3,1,8,31,.429,.375,1.000,7.0,2.6,1.7,0.3,0.3,0.3,mobleis01,NBA,2022-2023
Chima Moneke,202210270SAC,27,1,2,8,1,2,0,0,0,2,2,2,1,0,0,2,2,2,.500,,.000,4.0,1.0,1.0,0.5,0.0,0.0,monekch01,NBA,2022-2023
Wendell Moore Jr.,202210230OKC,21,1,29,153,18,43,2,17,4,5,4,18,18,8,5,8,13,42,.419,.118,.800,5.3,1.4,0.6,0.6,0.3,0.2,moorewe01,NBA,2022-2023
Keegan Murray,202210220SAC,22,1,80,2382,354,782,206,501,62,81,89,371,98,61,42,60,162,976,.453,.411,.765,29.8,12.2,4.6,1.2,0.8,0.5,murrake02,NBA,2022-2023
Andrew Nembhard,202210210IND,23,1,75,2073,284,644,92,263,49,62,35,199,341,70,13,126,179,709,.441,.350,.790,27.6,9.5,2.7,4.5,0.9,0.2,nembhan01,NBA,2022-2023
Scotty Pippen Jr.,202210180GSW,22,1,6,32,4,12,1,3,5,9,2,4,2,2,1,2,3,14,.333,.333,.556,5.3,2.3,0.7,0.3,0.3,0.2,pippesc02,NBA,2022-2023
Jason Preston,202210230LAC,23,1,14,124,18,41,5,18,0,2,2,22,27,2,0,10,7,41,.439,.278,.000,8.9,2.9,1.6,1.9,0.1,0.0,prestja01,NBA,2022-2023
Lester Quinones,202303310GSW,22,1,4,18,2,5,2,4,4,6,1,3,2,1,0,5,0,10,.400,.500,.667,4.5,2.5,0.8,0.5,0.3,0.0,quinole01,NBA,2022-2023
Jared Rhoden,202301100PHI,23,1,14,198,17,44,5,20,6,6,11,37,4,4,1,3,23,45,.386,.250,1.000,14.1,3.2,2.6,0.3,0.3,0.1,rhodeja01,NBA,2022-2023
Orlando Robinson,202211180WAS,22,1,31,425,47,89,0,6,22,31,48,126,25,12,12,16,53,116,.528,.000,.710,13.7,3.7,4.1,0.8,0.4,0.4,robinor01,NBA,2022-2023
David Roddy,202210190MEM,21,1,70,1258,180,420,65,212,41,65,50,193,59,29,19,57,107,466,.429,.307,.631,18.0,6.7,2.8,0.8,0.4,0.3,roddyda01,NBA,2022-2023
Ryan Rollins,202210180GSW,20,1,12,62,7,20,3,9,6,6,3,12,6,1,1,16,10,23,.350,.333,1.000,5.2,1.9,1.0,0.5,0.1,0.1,rolliry01,NBA,2022-2023
Dereon Seabron,202210280PHO,22,1,5,12,2,5,0,0,0,0,1,1,0,0,0,0,1,4,.400,,,2.4,0.8,0.2,0.0,0.0,0.0,seabrde01,NBA,2022-2023
Shaedon Sharpe,202210190SAC,19,1,80,1779,306,648,102,283,75,105,63,236,94,38,24,83,136,789,.472,.360,.714,22.2,9.9,3.0,1.2,0.5,0.3,sharpsh01,NBA,2022-2023
Dru Smith,202210260POR,25,1,15,158,18,45,5,19,3,3,2,24,22,10,4,3,23,44,.400,.263,1.000,10.5,2.9,1.6,1.5,0.7,0.3,smithdr01,NBA,2022-2023
Jabari Smith Jr.,202210190ATL,19,1,79,2451,364,892,120,391,162,206,122,569,101,43,74,104,227,1010,.408,.307,.786,31.0,12.8,7.2,1.3,0.5,0.9,smithja05,NBA,2022-2023
Jeremy Sochan,202210190SAS,19,1,56,1458,250,552,33,134,81,116,95,295,142,43,23,97,138,614,.453,.246,.698,26.0,11.0,5.3,2.5,0.8,0.4,sochaje01,NBA,2022-2023
Cole Swider,202210180GSW,23,1,7,41,3,9,3,8,0,0,1,7,4,0,0,0,3,9,.333,.375,,5.9,1.3,1.0,0.6,0.0,0.0,swideco01,NBA,2022-2023
Dalen Terry,202210220CHI,20,1,38,214,32,72,7,27,14,21,12,37,22,11,5,8,24,85,.444,.259,.667,5.6,2.2,1.0,0.6,0.3,0.1,terryda01,NBA,2022-2023
Stanley Umude,202302150BOS,23,1,1,2,0,1,0,1,2,2,0,0,0,1,1,0,0,2,.000,.000,1.000,2.0,2.0,0.0,0.0,1.0,1.0,umudest01,NBA,2022-2023
Jabari Walker,202210240POR,20,1,56,619,83,198,16,56,34,45,48,131,34,10,13,29,69,216,.419,.286,.756,11.1,3.9,2.3,0.6,0.2,0.2,walkeja01,NBA,2022-2023
TyTy Washington Jr.,202211140HOU,21,1,31,433,58,160,19,80,10,18,2,45,47,15,2,14,29,145,.363,.238,.556,14.0,4.7,1.5,1.5,0.5,0.1,washity02,NBA,2022-2023
Peyton Watson,202210190UTA,20,1,23,186,29,59,6,14,11,20,8,37,11,2,11,8,14,75,.492,.429,.550,8.1,3.3,1.6,0.5,0.1,0.5,watsope01,NBA,2022-2023
Blake Wesley,202210280SAS,19,1,37,669,69,215,20,52,26,44,11,81,99,25,5,65,67,184,.321,.385,.591,18.1,5.0,2.2,2.7,0.7,0.1,weslebl01,NBA,2022-2023
Jack White,202210260DEN,25,1,17,66,8,19,3,9,2,3,6,17,4,3,2,2,9,21,.421,.333,.667,3.9,1.2,1.0,0.2,0.2,0.1,whiteja03,NBA,2022-2023
Alondes Williams,202212100IND,23,1,1,5,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,,5.0,0.0,1.0,0.0,0.0,0.0,willial06,NBA,2022-2023
Donovan Williams,202304040CHI,21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,,2.0,2.0,1.0,0.0,0.0,0.0,willido02,NBA,2022-2023
