Game Reference,Series
200705100CHI,Eastern Conference Semifinals
200705130CHI,Eastern Conference Semifinals
200705150DET,Eastern Conference Semifinals
200705170CHI,Eastern Conference Semifinals
200705060PHO,Western Conference Semifinals
200705080PHO,Western Conference Semifinals
200705120SAS,Western Conference Semifinals
200705140SAS,Western Conference Semifinals
200705160PHO,Western Conference Semifinals
200705180SAS,Western Conference Semifinals
200705070UTA,Western Conference Semifinals
200705090UTA,Western Conference Semifinals
200705110GSW,Western Conference Semifinals
200705130GSW,Western Conference Semifinals
200705150UTA,Western Conference Semifinals
200704210CHI,Eastern Conference First Round
200704240CHI,Eastern Conference First Round
200704270MIA,Eastern Conference First Round
200704290MIA,Eastern Conference First Round
200704220CLE,Eastern Conference First Round
200704250CLE,Eastern Conference First Round
200704280WAS,Eastern Conference First Round
200704300WAS,Eastern Conference First Round
200704210DET,Eastern Conference First Round
200704230DET,Eastern Conference First Round
200704260ORL,Eastern Conference First Round
200704280ORL,Eastern Conference First Round
200704210TOR,Eastern Conference First Round
200704240TOR,Eastern Conference First Round
200704270NJN,Eastern Conference First Round
200704290NJN,Eastern Conference First Round
200705010TOR,Eastern Conference First Round
200705040NJN,Eastern Conference First Round
200704220DAL,Western Conference First Round
200704250DAL,Western Conference First Round
200704270GSW,Western Conference First Round
200704290GSW,Western Conference First Round
200705010DAL,Western Conference First Round
200705030GSW,Western Conference First Round
200704220PHO,Western Conference First Round
200704240PHO,Western Conference First Round
200704260LAL,Western Conference First Round
200704290LAL,Western Conference First Round
200705020PHO,Western Conference First Round
200704220SAS,Western Conference First Round
200704250SAS,Western Conference First Round
200704280DEN,Western Conference First Round
200704300DEN,Western Conference First Round
200705020SAS,Western Conference First Round
200704210HOU,Western Conference First Round
200704230HOU,Western Conference First Round
200704260UTA,Western Conference First Round
200704280UTA,Western Conference First Round
200704300HOU,Western Conference First Round
200705030UTA,Western Conference First Round
200705050HOU,Western Conference First Round
200806050BOS,Finals
200806080BOS,Finals
200806100LAL,Finals
200806120LAL,Finals
200806150LAL,Finals
200806170BOS,Finals
200805200BOS,Eastern Conference Finals
200805220BOS,Eastern Conference Finals
200805240DET,Eastern Conference Finals
200805260DET,Eastern Conference Finals
200805280BOS,Eastern Conference Finals
200805300DET,Eastern Conference Finals
200805210LAL,Western Conference Finals
200805230LAL,Western Conference Finals
200805250SAS,Western Conference Finals
200805270SAS,Western Conference Finals
200805290LAL,Western Conference Finals
200805060BOS,Eastern Conference Semifinals
200805080BOS,Eastern Conference Semifinals
200805100CLE,Eastern Conference Semifinals
200805120CLE,Eastern Conference Semifinals
200805140BOS,Eastern Conference Semifinals
200805160CLE,Eastern Conference Semifinals
200805180BOS,Eastern Conference Semifinals
200805030DET,Eastern Conference Semifinals
200805050DET,Eastern Conference Semifinals
200805070ORL,Eastern Conference Semifinals
200805100ORL,Eastern Conference Semifinals
200805130DET,Eastern Conference Semifinals
200805040LAL,Western Conference Semifinals
200805070LAL,Western Conference Semifinals
200805090UTA,Western Conference Semifinals
200805110UTA,Western Conference Semifinals
200805140LAL,Western Conference Semifinals
200805160UTA,Western Conference Semifinals
200805030NOH,Western Conference Semifinals
200805050NOH,Western Conference Semifinals
200805080SAS,Western Conference Semifinals
200805110SAS,Western Conference Semifinals
200805130NOH,Western Conference Semifinals
200805150SAS,Western Conference Semifinals
200805190NOH,Western Conference Semifinals
200804200BOS,Eastern Conference First Round
200804230BOS,Eastern Conference First Round
200804260ATL,Eastern Conference First Round
200804280ATL,Eastern Conference First Round
200804300BOS,Eastern Conference First Round
200805020ATL,Eastern Conference First Round
200805040BOS,Eastern Conference First Round
200804190CLE,Eastern Conference First Round
200804210CLE,Eastern Conference First Round
200804240WAS,Eastern Conference First Round
200804270WAS,Eastern Conference First Round
200804300CLE,Eastern Conference First Round
200805020WAS,Eastern Conference First Round
200804200DET,Eastern Conference First Round
200804230DET,Eastern Conference First Round
200804250PHI,Eastern Conference First Round
200804270PHI,Eastern Conference First Round
200804290DET,Eastern Conference First Round
200805010PHI,Eastern Conference First Round
200804200ORL,Eastern Conference First Round
200804220ORL,Eastern Conference First Round
200804240TOR,Eastern Conference First Round
200804260TOR,Eastern Conference First Round
200804280ORL,Eastern Conference First Round
200804200LAL,Western Conference First Round
200804230LAL,Western Conference First Round
200804260DEN,Western Conference First Round
200804280DEN,Western Conference First Round
200804190NOH,Western Conference First Round
200804220NOH,Western Conference First Round
200804250DAL,Western Conference First Round
200804270DAL,Western Conference First Round
200804290NOH,Western Conference First Round
200804190SAS,Western Conference First Round
200804220SAS,Western Conference First Round
200804250PHO,Western Conference First Round
200804270PHO,Western Conference First Round
200804290SAS,Western Conference First Round
200804190HOU,Western Conference First Round
200804210HOU,Western Conference First Round
200804240UTA,Western Conference First Round
200804260UTA,Western Conference First Round
200804290HOU,Western Conference First Round
200805020UTA,Western Conference First Round
200906040LAL,Finals
200906070LAL,Finals
200906090ORL,Finals
200906110ORL,Finals
200906140ORL,Finals
200905200CLE,Eastern Conference Finals
200905220CLE,Eastern Conference Finals
200905240ORL,Eastern Conference Finals
200905260ORL,Eastern Conference Finals
200905280CLE,Eastern Conference Finals
200905300ORL,Eastern Conference Finals
200905190LAL,Western Conference Finals
200905210LAL,Western Conference Finals
200905230DEN,Western Conference Finals
200905250DEN,Western Conference Finals
200905270LAL,Western Conference Finals
200905290DEN,Western Conference Finals
200905050CLE,Eastern Conference Semifinals
200905070CLE,Eastern Conference Semifinals
200905090ATL,Eastern Conference Semifinals
200905110ATL,Eastern Conference Semifinals
200905040BOS,Eastern Conference Semifinals
200905060BOS,Eastern Conference Semifinals
200905080ORL,Eastern Conference Semifinals
200905100ORL,Eastern Conference Semifinals
200905120BOS,Eastern Conference Semifinals
200905140ORL,Eastern Conference Semifinals
200905170BOS,Eastern Conference Semifinals
200905030DEN,Western Conference Semifinals
200905050DEN,Western Conference Semifinals
200905090DAL,Western Conference Semifinals
200905110DAL,Western Conference Semifinals
200905130DEN,Western Conference Semifinals
200905040LAL,Western Conference Semifinals
200905060LAL,Western Conference Semifinals
200905080HOU,Western Conference Semifinals
200905100HOU,Western Conference Semifinals
200905120LAL,Western Conference Semifinals
200905140HOU,Western Conference Semifinals
200905170LAL,Western Conference Semifinals
200904190ATL,Eastern Conference First Round
200904220ATL,Eastern Conference First Round
200904250MIA,Eastern Conference First Round
200904270MIA,Eastern Conference First Round
200904290ATL,Eastern Conference First Round
200905010MIA,Eastern Conference First Round
200905030ATL,Eastern Conference First Round
200904180BOS,Eastern Conference First Round
200904200BOS,Eastern Conference First Round
200904230CHI,Eastern Conference First Round
200904260CHI,Eastern Conference First Round
200904280BOS,Eastern Conference First Round
200904300CHI,Eastern Conference First Round
200905020BOS,Eastern Conference First Round
200904180CLE,Eastern Conference First Round
200904210CLE,Eastern Conference First Round
200904240DET,Eastern Conference First Round
200904260DET,Eastern Conference First Round
200904190ORL,Eastern Conference First Round
200904220ORL,Eastern Conference First Round
200904240PHI,Eastern Conference First Round
200904260PHI,Eastern Conference First Round
200904280ORL,Eastern Conference First Round
200904300PHI,Eastern Conference First Round
200904180SAS,Western Conference First Round
200904200SAS,Western Conference First Round
200904230DAL,Western Conference First Round
200904250DAL,Western Conference First Round
200904280SAS,Western Conference First Round
200904190DEN,Western Conference First Round
200904220DEN,Western Conference First Round
200904250NOH,Western Conference First Round
200904270NOH,Western Conference First Round
200904290DEN,Western Conference First Round
200904180POR,Western Conference First Round
200904210POR,Western Conference First Round
200904240HOU,Western Conference First Round
200904260HOU,Western Conference First Round
200904280POR,Western Conference First Round
200904300HOU,Western Conference First Round
200904190LAL,Western Conference First Round
200904210LAL,Western Conference First Round
200904230UTA,Western Conference First Round
200904250UTA,Western Conference First Round
200904270LAL,Western Conference First Round
201006030LAL,Finals
201006060LAL,Finals
201006080BOS,Finals
201006100BOS,Finals
201006130BOS,Finals
201006150LAL,Finals
201006170LAL,Finals
201005160ORL,Eastern Conference Finals
201005180ORL,Eastern Conference Finals
201005220BOS,Eastern Conference Finals
201005240BOS,Eastern Conference Finals
201005260ORL,Eastern Conference Finals
201005280BOS,Eastern Conference Finals
201005170LAL,Western Conference Finals
201005190LAL,Western Conference Finals
201005230PHO,Western Conference Finals
201005250PHO,Western Conference Finals
201005270LAL,Western Conference Finals
201005290PHO,Western Conference Finals
201005010CLE,Eastern Conference Semifinals
201005030CLE,Eastern Conference Semifinals
201005070BOS,Eastern Conference Semifinals
201005090BOS,Eastern Conference Semifinals
201005110CLE,Eastern Conference Semifinals
201005130BOS,Eastern Conference Semifinals
201005040ORL,Eastern Conference Semifinals
201005060ORL,Eastern Conference Semifinals
201005080ATL,Eastern Conference Semifinals
201005100ATL,Eastern Conference Semifinals
201005020LAL,Western Conference Semifinals
201005040LAL,Western Conference Semifinals
201005080UTA,Western Conference Semifinals
201005100UTA,Western Conference Semifinals
201005030PHO,Western Conference Semifinals
201005050PHO,Western Conference Semifinals
201005070SAS,Western Conference Semifinals
201005090SAS,Western Conference Semifinals
201004170ATL,Eastern Conference First Round
201004200ATL,Eastern Conference First Round
201004240MIL,Eastern Conference First Round
